p1,p2,Winner
"['Goblin Barrel', 'Goblin Gang', 'Ice Spirit', 'Inferno Tower', 'Knight', 'Princess', 'Rocket', 'The Log']","['Dart Goblin', 'Fireball', 'Goblin Barrel', 'Inferno Tower', 'Skeleton Army', 'Skeleton Barrel', 'The Log', 'Valkyrie']",p2
"['Goblin Barrel', 'Goblin Gang', 'Ice Spirit', 'Inferno Tower', 'Knight', 'Princess', 'Rocket', 'The Log']","['Archer Queen', 'Baby Dragon', 'Barbarian Barrel', 'Goblin Cage', 'Golem', 'Lightning', 'Night Witch', 'Tornado']",p2
"['Goblin Barrel', 'Goblin Gang', 'Ice Spirit', 'Inferno Tower', 'Knight', 'Princess', 'Rocket', 'The Log']","['Barbarian Barrel', 'Dark Prince', 'Electro Giant', 'Goblin Cage', 'Guards', 'Inferno Dragon', 'Lightning', 'Tornado']",p1
"['Goblin Barrel', 'Goblin Gang', 'Ice Spirit', 'Inferno Tower', 'Knight', 'Princess', 'Rocket', 'The Log']","['Bandit', 'Elite Barbarians', 'Firecracker', 'Goblin Drill', 'Princess', 'Royal Ghost', 'Royal Recruits', 'Wall Breakers']",p2
"['Goblin Barrel', 'Goblin Gang', 'Ice Spirit', 'Inferno Tower', 'Knight', 'Princess', 'Rocket', 'The Log']","['Archers', 'Electro Wizard', 'Fire Spirit', 'Fireball', 'Goblin Hut', 'Royal Giant', 'The Log', 'Valkyrie']",p1
"['Goblin Barrel', 'Goblin Gang', 'Ice Spirit', 'Inferno Tower', 'Knight', 'Princess', 'Rocket', 'The Log']","['Archer Queen', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']",p1
"['Goblin Barrel', 'Goblin Gang', 'Ice Spirit', 'Inferno Tower', 'Knight', 'Princess', 'Rocket', 'The Log']","['Arrows', 'Baby Dragon', 'Bats', 'Clone', 'Golem', 'Lumberjack', 'Night Witch', 'Skeleton Army']",p1
"['Goblin Barrel', 'Goblin Gang', 'Ice Spirit', 'Inferno Tower', 'Knight', 'Princess', 'Rocket', 'The Log']","['Archers', 'Barbarians', 'Fireball', 'Royal Giant', 'Skeletons', 'Tesla', 'The Log', 'Zap']",p2
"['Goblin Barrel', 'Goblin Gang', 'Ice Spirit', 'Inferno Tower', 'Knight', 'Princess', 'Rocket', 'The Log']","['Archer Queen', 'Dark Prince', 'Fireball', 'Giant', 'Mega Minion', 'Miner', 'Prince', 'Zap']",p2
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Dart Goblin', 'Goblin Barrel', 'Goblin Gang', 'Prince', 'Princess', 'Rascals', 'Rocket', 'The Log']",p1
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Arrows', 'Bats', 'Bowler', 'Goblin Hut', 'Graveyard', 'Skeleton Army', 'Skeleton King', 'Witch']",p1
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Baby Dragon', 'Bandit', 'Barbarian Barrel', 'Electro Wizard', 'Fireball', 'P.E.K.K.A', 'Ram Rider', 'Zap']",p2
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']",p1
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Bats', 'Lightning', 'Miner', 'Minion Horde', 'Mortar', 'Skeleton Army', 'Skeleton King', 'Spear Goblins']",p2
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Archer Queen', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']",p1
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Arrows', 'Balloon', 'Bats', 'Freeze', 'Giant Skeleton', 'Ice Wizard', 'Inferno Dragon', 'Skeleton Army']",p2
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Archers', 'Bats', 'Electro Wizard', 'Elixir Collector', 'Goblin Gang', 'Hog Rider', 'Mega Knight', 'Zap']",p1
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Cannon Cart', 'Dark Prince', 'Giant Snowball', 'Goblin Barrel', 'Princess', 'Rascals', 'Rocket', 'Spear Goblins']",p1
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']",p1
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Arrows', 'Bats', 'Giant', 'Giant Snowball', 'Graveyard', 'Mini P.E.K.K.A', 'Musketeer', 'Skeleton Army']",p1
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Electro Spirit', 'Freeze', 'Hog Rider', 'Ice Golem', 'Mini P.E.K.K.A', 'Minions', 'Princess', 'The Log']",p1
"['Archer Queen', 'Electro Giant', 'Fisherman', 'Goblin Cage', 'Inferno Dragon', 'Lightning', 'Skeletons', 'Tornado']","['Archers', 'Electro Spirit', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']",p2
"['Archer Queen', 'Electro Giant', 'Fisherman', 'Goblin Cage', 'Inferno Dragon', 'Lightning', 'Skeletons', 'Tornado']","['Arrows', 'Bomber', 'Earthquake', 'Giant Skeleton', 'Goblin Barrel', 'Mother Witch', 'Skeleton Barrel', 'Zappies']",p1
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Electro Spirit', 'Goblin Barrel', 'Goblin Gang', 'Inferno Tower', 'Princess', 'Rocket', 'The Log', 'Valkyrie']",p2
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']",p2
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Baby Dragon', 'Barbarians', 'Cannon', 'Fireball', 'Goblins', 'Hog Rider', 'Minions', 'Zap']",p1
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Giant', 'Giant Snowball', 'Goblin Barrel', 'Ice Golem', 'Minions', 'Sparky', 'Spear Goblins', 'Tornado']",p1
"['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']","['Archer Queen', 'Bandit', 'Barbarian Barrel', 'Electro Spirit', 'Electro Wizard', 'Lightning', 'P.E.K.K.A', 'Ram Rider']",p2
"['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']","['Dark Prince', 'Electro Wizard', 'Elite Barbarians', 'Goblin Giant', 'Heal Spirit', 'Rage', 'Sparky', 'Zap']",p2
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Archer Queen', 'Fire Spirit', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']",p2
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Archer Queen', 'Earthquake', 'Electro Spirit', 'Hunter', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']",p2
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Arrows', 'Bats', 'Giant', 'Mini P.E.K.K.A', 'Minion Horde', 'Skeleton Army', 'Sparky', 'Zap']",p2
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Balloon', 'Fireball', 'Guards', 'Lava Hound', 'Mega Minion', 'Skeleton Dragons', 'Tombstone', 'Zap']",p1
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Arrows', 'Bats', 'Giant', 'Mini P.E.K.K.A', 'Minion Horde', 'Skeleton Army', 'Sparky', 'Zap']",p1
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Archer Queen', 'Bandit', 'Barbarian Barrel', 'Electro Spirit', 'Fireball', 'Inferno Dragon', 'Mega Knight', 'Ram Rider']",p2
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']",p2
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Archer Queen', 'Fire Spirit', 'Goblin Cage', 'Lightning', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']",p1
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']",p2
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']",p1
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Arrows', 'Bats', 'Bowler', 'Goblin Hut', 'Graveyard', 'Skeleton Army', 'Skeleton King', 'Witch']",p1
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Arrows', 'Barbarians', 'Hog Rider', 'Minion Horde', 'Minions', 'Royal Giant', 'Sparky', 'Zap']",p1
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Archer Queen', 'Arrows', 'Bowler', 'Giant', 'Giant Snowball', 'Graveyard', 'Night Witch', 'Skeleton Army']",p1
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Executioner', 'Guards', 'Hog Rider', 'Ice Spirit', 'Rocket', 'The Log', 'Tornado', 'Valkyrie']",p2
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Arrows', 'Fireball', 'Goblin Cage', 'Graveyard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton King', 'Witch']",p2
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Archer Queen', 'Arrows', 'Battle Healer', 'Electro Dragon', 'Elixir Golem', 'Fireball', 'Magic Archer', 'Tornado']",p1
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Balloon', 'Bandit', 'Electro Wizard', 'Firecracker', 'P.E.K.K.A', 'Rage', 'Skeleton Army', 'Zap']",p2
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Barbarian Barrel', 'Dark Prince', 'Electro Giant', 'Goblin Cage', 'Inferno Dragon', 'Lightning', 'Mother Witch', 'Tornado']",p1
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Cannon Cart', 'Fireball', 'Giant Snowball', 'Graveyard', 'Hunter', 'Knight', 'Mortar', 'Spear Goblins']",p2
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Arrows', 'Bats', 'Giant', 'Mini P.E.K.K.A', 'Minion Horde', 'Skeleton Army', 'Sparky', 'Zap']",p1
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Archer Queen', 'Fireball', 'Miner', 'Minion Horde', 'Mortar', 'Skeletons', 'Spear Goblins', 'The Log']",p2
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Archer Queen', 'Electro Spirit', 'Fisherman', 'Lightning', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']",p1
"['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']","['Cannon', 'Fireball', 'Hog Rider', 'Ice Golem', 'Ice Spirit', 'Musketeer', 'Skeletons', 'The Log']",p2
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Dart Goblin', 'Goblin Barrel', 'Goblin Gang', 'Prince', 'Princess', 'Rascals', 'Rocket', 'The Log']",p2
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Arrows', 'Dark Prince', 'Fireball', 'Giant', 'Mega Minion', 'Minions', 'Prince', 'Zap']",p1
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Cannon Cart', 'Fireball', 'Giant Snowball', 'Graveyard', 'Hunter', 'Knight', 'Mortar', 'Spear Goblins']",p1
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Archer Queen', 'Baby Dragon', 'Barbarians', 'Giant Skeleton', 'Goblin Hut', 'Graveyard', 'The Log', 'Tornado']",p2
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']",p2
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Archer Queen', 'Bandit', 'Barbarian Barrel', 'Dark Prince', 'Fireball', 'Inferno Dragon', 'Mega Knight', 'Ram Rider']",p2
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Balloon', 'Bats', 'Fireball', 'Hunter', 'Ice Golem', 'Lumberjack', 'Mega Knight', 'Zap']",p2
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Dart Goblin', 'Fireball', 'Goblin Barrel', 'Inferno Tower', 'Skeleton Army', 'Skeleton Barrel', 'The Log', 'Valkyrie']",p1
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Barbarian Barrel', 'Electro Spirit', 'Fireball', 'Flying Machine', 'Goblin Cage', 'Royal Hogs', 'Royal Recruits', 'Zappies']",p2
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']",p1
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Arrows', 'Bats', 'Dark Prince', 'Giant', 'Giant Snowball', 'Graveyard', 'Musketeer', 'Skeleton Army']",p1
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Archer Queen', 'Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Lava Hound', 'Lumberjack', 'Skeleton Army']",p1
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Electro Wizard', 'Elite Barbarians', 'Goblin Giant', 'Heal Spirit', 'Mega Minion', 'Rage', 'Sparky', 'Zap']",p1
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Cannon', 'Fireball', 'Hog Rider', 'Ice Golem', 'Ice Spirit', 'Musketeer', 'Skeletons', 'The Log']",p1
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Barbarian Barrel', 'Electro Spirit', 'Fireball', 'Firecracker', 'Goblin Cage', 'Royal Hogs', 'Royal Recruits', 'Zappies']",p2
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Archers', 'Barbarians', 'Fireball', 'Royal Giant', 'Skeletons', 'Tesla', 'The Log', 'Zap']",p1
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Bandit', 'Battle Ram', 'Electro Wizard', 'Fireball', 'Minions', 'P.E.K.K.A', 'Royal Ghost', 'Zap']",p2
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Archer Queen', 'Cannon', 'Electro Spirit', 'Fireball', 'Hog Rider', 'Ice Golem', 'Skeletons', 'The Log']",p2
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Bomb Tower', 'Dart Goblin', 'Goblin Barrel', 'Knight', 'Princess', 'Skeleton Barrel', 'Skeletons', 'The Log']",p1
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Balloon', 'Bats', 'Fireball', 'Hunter', 'Ice Golem', 'Lumberjack', 'Mega Knight', 'Zap']",p1
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Arrows', 'Balloon', 'Barbarians', 'Freeze', 'Lava Hound', 'Mega Minion', 'Minion Horde', 'Minions']",p1
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Archer Queen', 'Fireball', 'Giant', 'Heal Spirit', 'Mini P.E.K.K.A', 'Sparky', 'Tornado', 'Zap']",p2
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Cannon', 'Fireball', 'Hog Rider', 'Ice Golem', 'Ice Spirit', 'Musketeer', 'Skeletons', 'The Log']",p1
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Bandit', 'Dark Prince', 'Electro Wizard', 'Firecracker', 'Goblin Gang', 'Hog Rider', 'Mega Knight', 'Zap']",p2
"['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']","['Bandit', 'Elite Barbarians', 'Executioner', 'Goblin Drill', 'Princess', 'Royal Ghost', 'Royal Recruits', 'Wall Breakers']",p1
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Archer Queen', 'Arrows', 'Barbarian Barrel', 'Elite Barbarians', 'Fisherman', 'Golem', 'Lightning', 'Night Witch']",p1
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Baby Dragon', 'Barbarian Barrel', 'Goblin Cage', 'Golem', 'Lightning', 'Night Witch', 'Skeleton Dragons', 'Tornado']",p1
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Baby Dragon', 'Barbarian Barrel', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'Tornado', 'Valkyrie']",p1
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Archer Queen', 'Fireball', 'Giant', 'Heal Spirit', 'Mini P.E.K.K.A', 'Sparky', 'Tornado', 'Zap']",p1
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']",p2
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Archer Queen', 'Baby Dragon', 'Barbarian Barrel', 'Goblin Cage', 'Golem', 'Lightning', 'Mega Minion', 'Tornado']",p1
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']",p2
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Archer Queen', 'Bandit', 'Elite Barbarians', 'Goblin Drill', 'Princess', 'Royal Ghost', 'Royal Recruits', 'Wall Breakers']",p1
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Arrows', 'Bats', 'Bowler', 'Goblin Hut', 'Graveyard', 'Skeleton Army', 'Skeleton King', 'Witch']",p2
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']",p1
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Archers', 'Bats', 'Electro Wizard', 'Elixir Collector', 'Goblin Gang', 'Hog Rider', 'Mega Knight', 'Zap']",p1
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Arrows', 'Dark Prince', 'Fireball', 'Giant', 'Mega Minion', 'Minions', 'Prince', 'Zap']",p2
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Bats', 'Electro Spirit', 'Hog Rider', 'Ice Golem', 'Mini P.E.K.K.A', 'Princess', 'Rocket', 'The Log']",p2
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Cannon Cart', 'Fireball', 'Giant Snowball', 'Graveyard', 'Hunter', 'Knight', 'Mortar', 'Spear Goblins']",p1
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Archer Queen', 'Battle Healer', 'Electro Dragon', 'Elixir Golem', 'Freeze', 'Magic Archer', 'Mother Witch', 'Tornado']",p1
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Electro Wizard', 'Fireball', 'Giant', 'Heal Spirit', 'Mini P.E.K.K.A', 'Sparky', 'Tornado', 'Zap']",p2
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Archers', 'Electro Wizard', 'Fire Spirit', 'Fireball', 'Goblin Hut', 'Royal Giant', 'The Log', 'Valkyrie']",p1
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Bomber', 'Fire Spirit', 'Fireball', 'Goblin Drill', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']",p1
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Balloon', 'Fireball', 'Inferno Dragon', 'Lumberjack', 'Miner', 'Minions', 'Royal Recruits', 'Zap']",p1
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Baby Dragon', 'Balloon', 'Barbarian Barrel', 'Bowler', 'Freeze', 'Inferno Dragon', 'Lumberjack', 'Tornado']",p1
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Executioner', 'Guards', 'Hog Rider', 'Ice Spirit', 'Rocket', 'The Log', 'Tornado', 'Valkyrie']",p2
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Baby Dragon', 'Balloon', 'Barbarian Barrel', 'Bowler', 'Freeze', 'Inferno Dragon', 'Lumberjack', 'Tornado']",p2
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Executioner', 'Goblins', 'Hog Rider', 'Ice Spirit', 'Rocket', 'The Log', 'Tornado', 'Valkyrie']",p2
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Balloon', 'Bandit', 'Electro Wizard', 'Firecracker', 'P.E.K.K.A', 'Rage', 'Skeleton Army', 'Zap']",p1
"['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']","['Bowler', 'Electro Giant', 'Goblin Cage', 'Guards', 'Inferno Dragon', 'Lightning', 'Mother Witch', 'Tornado']",p2
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Bandit', 'Battle Ram', 'Electro Wizard', 'Fireball', 'Magic Archer', 'P.E.K.K.A', 'Royal Ghost', 'Zap']",p1
